id,texto_usuario,tipo_inmueble,habitaciones,banos,parqueadero,estrato,operacion,ciudad,zona,precio_rango,amoblado,mascotas,balcon,terraza,areas_comunes
731,"Un apartamento cómodo de 4 alcobas y un baño, en Cabecera, Bucaramanga para arriendo, que tenga balcón, terraza amplia, un parqueadero privado, presupuesto 2M - 3M, estrato 5",apartamento,4,1,1,5,arriendo,Bucaramanga,Cabecera,2M - 3M,0,0,1,1,
732,"Estoy buscando apto en Centro Barranquilla, una habitación, tipo loft para venta, semi amoblado, con parqueadero, presupuesto 1.5M - 2M",loft,1,3,1,2,venta,Barranquilla,Centro,1.5M - 2M,1,0,0,0,"salón social, zona BBQ"
733,"Busco apto tradicional de 2 habitaciones en Envigado, Medellín, para venta, pet friendly, con balcón, terraza amplia, presupuesto 1.5M - 2M, estrato 2",apartamento,2,2,0,2,venta,Medellín,Envigado,1.5M - 2M,0,1,1,1,
734,"Estoy buscando apto en Chapinero Bogotá, 1 alcoba, tipo dúplex para venta, totalmente amoblado, con terraza, presupuesto 3M - 4M",duplex,1,1,1,5,venta,Bogotá,Chapinero,3M - 4M,1,0,0,1,
735,"Un apto en último piso cómodo de cuatro habitaciones y 1 baño, en Granada, Cali para venta, semi amoblado, que acepte mascotas, presupuesto 1M - 1.5M, estrato 2",penthouse,4,1,1,2,venta,Cali,Granada,1M - 1.5M,1,1,0,0,"zona BBQ, piscina"
736,"Busco apartamento de 2 habitaciones en San Fernando, Cali, para venta, semi amoblado, que acepte mascotas, que tenga balcón, con terraza, con parqueadero, estrato 4",apartamento,2,1,1,4,venta,Cali,San Fernando,4M - 5M,1,1,1,1,"terraza, zona BBQ"
737,"Busco apto tradicional de 3 habitaciones en Laureles, Medellín, para arriendo, apto para mascotas, con balcón, presupuesto 4M - 5M",apartamento,3,1,2,3,arriendo,Medellín,Laureles,4M - 5M,0,1,1,0,balcón
738,"Quiero venta un apartamento en dos niveles, en Barranquilla, idealmente en Centro, de 1 alcoba y 2 baños en buen estado, semi amoblado, con balcón, un parqueadero privado",duplex,1,2,1,4,venta,Barranquilla,Centro,3M - 4M,1,0,1,0,"piscina, salón social, coworking"
739,"Necesito un apartamento 3 alcobas estrato 6 en Medellín, para arriendo por 4M - 5M, presupuesto 4M - 5M",apartamento,3,1,0,6,arriendo,Medellín,El Poblado,4M - 5M,0,0,0,0,zona BBQ
740,"Necesito un mini estudio 1 habitación estrato 5 en Barranquilla, para venta por 1M - 1.5M, totalmente amoblado, que acepte mascotas, no requiere parqueadero",estudio,1,3,0,5,venta,Barranquilla,Alto Prado,1M - 1.5M,1,1,0,0,"piscina, zona BBQ, balcón"
741,"Estoy buscando apto en Granada Cali, cuatro habitaciones, tipo apto tradicional para arriendo, pet friendly, que tenga balcón, 1 parqueadero, presupuesto 3M - 4M, estrato 3",apartamento,4,1,1,3,arriendo,Cali,Granada,3M - 4M,0,1,1,0,
742,"Un apartamento en dos niveles cómodo de 2 habitaciones y 3 baños en buen estado, en Granada, Cali para arriendo, con balcón, presupuesto 1M - 1.5M",duplex,2,3,2,3,arriendo,Cali,Granada,1M - 1.5M,0,0,1,0,
743,"Quiero arriendo un aparta estudio, en Bucaramanga, idealmente en Centro, de una alcoba y 1 baño, amoblado, que acepte mascotas, que tenga balcón, con terraza, presupuesto 1M - 1.5M, estrato 4",apartaestudio,1,1,1,4,arriendo,Bucaramanga,Centro,1M - 1.5M,1,1,1,1,
744,"Quiero venta un apartamento, en Bucaramanga, idealmente en Centro, de cuatro habitaciones y 3 baños en buen estado, terraza amplia",apartamento,4,3,0,3,venta,Bucaramanga,Centro,2M - 3M,0,0,0,1,
745,"Busco apto pequeño para una persona de 1 habitación en Laureles, Medellín, para arriendo, con balcón, terraza amplia, presupuesto menos de 1M",apartaestudio,1,2,1,3,arriendo,Medellín,Laureles,menos de 1M,0,0,1,1,
746,"Quiero venta un dúplex, en Cali, idealmente en San Fernando, de 4 habitaciones y 3 baños en buen estado, totalmente amoblado, apto para mascotas, doble parqueadero",duplex,4,3,2,6,venta,Cali,San Fernando,1M - 1.5M,1,1,0,0,"balcón, coworking, terraza"
747,"Necesito un apartamento tipo estudio 1 habitación estrato 4 en Medellín, para arriendo por menos de 1M, con balcón, sin parqueadero",estudio,1,2,0,4,arriendo,Medellín,El Poblado,menos de 1M,0,0,1,0,
748,"Estoy buscando apto en Teusaquillo Bogotá, 1 habitación, tipo loft para venta, que acepte mascotas, no requiere parqueadero, presupuesto menos de 1M, estrato 6",loft,1,1,0,6,venta,Bogotá,Teusaquillo,menos de 1M,0,1,0,0,balcón
749,"Quiero venta un apto dúplex, en Bogotá, idealmente en Suba, de una alcoba y un baño, con terraza, no requiere parqueadero, presupuesto 1M - 1.5M, estrato 5",duplex,1,1,0,5,venta,Bogotá,Suba,1M - 1.5M,0,0,0,1,salón social
750,"Un aparta estudio cómodo de una habitación y 3 baños en buen estado, en San Fernando, Cali para venta, pet friendly",apartaestudio,1,3,0,3,venta,Cali,San Fernando,menos de 1M,0,1,0,0,
751,"Quiero venta un apto para familia, en Medellín, idealmente en El Poblado, de 2 alcobas y un baño, apto para mascotas, que tenga balcón, con terraza, presupuesto más de 5M",apartamento,2,1,2,4,venta,Medellín,El Poblado,más de 5M,0,1,1,1,
752,"Busco apto tipo estudio de una habitación en Granada, Cali, para arriendo, semi amoblado, pet friendly, con balcón, con terraza, estrato 2",estudio,1,1,1,2,arriendo,Cali,Granada,2M - 3M,1,1,1,1,"coworking, terraza"
753,"Quiero venta un apto tradicional, en Cali, idealmente en Granada, de dos habitaciones y 2 baños, que acepte mascotas, con terraza, no necesito parqueadero, estrato 6",apartamento,2,2,0,6,venta,Cali,Granada,1M - 1.5M,0,1,0,1,"coworking, zona BBQ, balcón"
754,"Estoy buscando apto en Chapinero Bogotá, una habitación, tipo apartamento en dos niveles para arriendo, semi amoblado, apto para mascotas, que tenga balcón, terraza amplia, con parqueadero, estrato 2",duplex,1,1,1,2,arriendo,Bogotá,Chapinero,menos de 1M,1,1,1,1,"piscina, gimnasio"
755,"Estoy buscando apto en Chapinero Bogotá, 1 habitación, tipo mini estudio para venta, con parqueadero, presupuesto menos de 1M, estrato 5",estudio,1,1,1,5,venta,Bogotá,Chapinero,menos de 1M,0,0,0,0,balcón
756,"Un mini estudio cómodo de una habitación y 3 baños, en Ciudad Jardín, Cali para arriendo, con terraza, sin parqueadero, presupuesto menos de 1M, estrato 6",estudio,1,3,0,6,arriendo,Cali,Ciudad Jardín,menos de 1M,0,0,0,1,
757,"Busco apto pequeño para una persona de 1 habitación en San Fernando, Cali, para venta, semi amoblado, que acepte mascotas, con terraza, no requiere parqueadero, presupuesto 1.5M - 2M, estrato 2",apartaestudio,1,2,0,2,venta,Cali,San Fernando,1.5M - 2M,1,1,0,1,balcón
758,"Quiero arriendo un apto dúplex, en Medellín, idealmente en El Poblado, de 4 habitaciones y 3 baños en buen estado, pet friendly, con parqueadero, presupuesto 3M - 4M",duplex,4,3,1,5,arriendo,Medellín,El Poblado,3M - 4M,0,1,0,0,"terraza, piscina, gimnasio"
759,"Un dúplex cómodo de cuatro habitaciones y 1 baño, en Villa Santos, Barranquilla para venta, que acepte mascotas, que tenga balcón, no necesito parqueadero, presupuesto 2M - 3M",duplex,4,1,0,2,venta,Barranquilla,Villa Santos,2M - 3M,0,1,1,0,
760,"Un apto tradicional cómodo de 2 alcobas y 3 baños, en Cabecera, Bucaramanga para venta, que tenga balcón, presupuesto 1.5M - 2M, estrato 2",apartamento,2,3,2,2,venta,Bucaramanga,Cabecera,1.5M - 2M,0,0,1,0,
761,"Quiero arriendo un loft moderno, en Bogotá, idealmente en Suba, de una habitación y 3 baños, totalmente amoblado, que tenga balcón, con terraza, doble parqueadero, presupuesto 2M - 3M, estrato 5",loft,1,3,2,5,arriendo,Bogotá,Suba,2M - 3M,1,0,1,1,"balcón, piscina"
762,"Estoy buscando apto en Centro Bucaramanga, 1 alcoba, tipo apto pequeño para una persona para arriendo, semi amoblado, con balcón, 1 parqueadero, presupuesto 3M - 4M, estrato 3",apartaestudio,1,2,1,3,arriendo,Bucaramanga,Centro,3M - 4M,1,0,1,0,
763,"Quiero arriendo un ático con terraza, en Medellín, idealmente en El Poblado, de 2 alcobas y 1 baño, amoblado, no necesito parqueadero",penthouse,2,1,0,5,arriendo,Medellín,El Poblado,4M - 5M,1,0,0,0,"salón social, coworking"
764,"Un apto en último piso cómodo de 4 habitaciones y 3 baños, en Teusaquillo, Bogotá para arriendo, totalmente amoblado, apto para mascotas, con parqueadero, presupuesto 2M - 3M, estrato 6",penthouse,4,3,1,6,arriendo,Bogotá,Teusaquillo,2M - 3M,1,1,0,0,
765,"Busco apartamento tipo estudio de una alcoba en Villa Santos, Barranquilla, para venta, con terraza, dos parqueaderos, presupuesto 2M - 3M",estudio,1,2,2,2,venta,Barranquilla,Villa Santos,2M - 3M,0,0,0,1,
766,"Busco apto pequeño para una persona de 1 alcoba en Centro, Barranquilla, para arriendo, totalmente amoblado, pet friendly, terraza amplia, 1 parqueadero, presupuesto más de 5M",apartaestudio,1,3,1,6,arriendo,Barranquilla,Centro,más de 5M,1,1,0,1,
767,"Necesito un apartamento en dos niveles dos habitaciones estrato 4 en Cali, para arriendo por 2M - 3M, semi amoblado, que tenga balcón, terraza amplia, un parqueadero privado, presupuesto 2M - 3M",duplex,2,1,1,4,arriendo,Cali,San Fernando,2M - 3M,1,0,1,1,gimnasio
768,"Un apto tipo estudio cómodo de una alcoba y 2 baños en buen estado, en El Poblado, Medellín para venta, con balcón, un parqueadero privado",estudio,1,2,1,6,venta,Medellín,El Poblado,2M - 3M,0,0,1,0,"terraza, coworking, gimnasio"
769,"Busco apto tradicional de cuatro habitaciones en Alto Prado, Barranquilla, para arriendo, totalmente amoblado, pet friendly, con terraza, presupuesto 1.5M - 2M",apartamento,4,3,2,3,arriendo,Barranquilla,Alto Prado,1.5M - 2M,1,1,0,1,
770,"Un dúplex cómodo de 2 habitaciones y 2 baños en buen estado, en Alto Prado, Barranquilla para arriendo, apto para mascotas, con balcón, doble parqueadero, presupuesto 1M - 1.5M, estrato 3",duplex,2,2,2,3,arriendo,Barranquilla,Alto Prado,1M - 1.5M,0,1,1,0,"terraza, coworking"
771,"Estoy buscando apto en Cabecera Bucaramanga, 3 habitaciones, tipo apto tradicional para arriendo, semi amoblado, terraza amplia, estrato 4",apartamento,3,2,0,4,arriendo,Bucaramanga,Cabecera,2M - 3M,1,0,0,1,"balcón, zona BBQ"
772,"Necesito un apto en último piso dos habitaciones estrato 6 en Bucaramanga, para arriendo por 4M - 5M, que acepte mascotas, con balcón",penthouse,2,2,2,6,arriendo,Bucaramanga,Centro,4M - 5M,0,1,1,0,
773,"Necesito un loft moderno 1 alcoba estrato 6 en Bucaramanga, para venta por 3M - 4M, apto para mascotas, con balcón, con terraza, con parqueadero",loft,1,2,1,6,venta,Bucaramanga,Centro,3M - 4M,0,1,1,1,"zona BBQ, gimnasio, balcón"
774,"Estoy buscando apto en Usaquén Bogotá, una alcoba, tipo apto tipo estudio para venta, que acepte mascotas, con terraza, un parqueadero privado, presupuesto menos de 1M, estrato 3",estudio,1,2,1,3,venta,Bogotá,Usaquén,menos de 1M,0,1,0,1,
775,"Necesito un apto en último piso tres habitaciones estrato 6 en Barranquilla, para arriendo por menos de 1M, que tenga balcón, presupuesto menos de 1M, estrato 6",penthouse,3,2,1,6,arriendo,Barranquilla,Villa Santos,menos de 1M,0,0,1,0,"zona BBQ, coworking"
776,"Un apto dúplex cómodo de 4 habitaciones y 2 baños, en Ciudad Jardín, Cali para arriendo, que tenga balcón, terraza amplia, estrato 5",duplex,4,2,1,5,arriendo,Cali,Ciudad Jardín,1.5M - 2M,0,0,1,1,"coworking, gimnasio, piscina"
777,"Necesito un penthouse cuatro habitaciones estrato 3 en Cali, para arriendo por más de 5M, semi amoblado, apto para mascotas, con parqueadero, presupuesto más de 5M",penthouse,4,1,1,3,arriendo,Cali,Ciudad Jardín,más de 5M,1,1,0,0,"gimnasio, salón social, coworking"
778,"Busco loft moderno de una habitación en Belen, Medellín, para arriendo, amoblado, pet friendly, con balcón, terraza amplia, presupuesto 1M - 1.5M, estrato 2",loft,1,1,0,2,arriendo,Medellín,Belen,1M - 1.5M,1,1,1,1,"piscina, terraza"
779,"Estoy buscando apto en Teusaquillo Bogotá, tres habitaciones, tipo penthouse para arriendo, pet friendly, que tenga balcón, terraza amplia, doble parqueadero, presupuesto menos de 1M, estrato 5",penthouse,3,3,2,5,arriendo,Bogotá,Teusaquillo,menos de 1M,0,1,1,1,"zona BBQ, terraza, salón social"
780,"Estoy buscando apto en El Poblado Medellín, una alcoba, tipo aparta estudio para arriendo, semi amoblado, que tenga balcón, con terraza, no necesito parqueadero, estrato 3",apartaestudio,1,2,0,3,arriendo,Medellín,El Poblado,1M - 1.5M,1,0,1,1,piscina
781,"Necesito un aparta estudio 1 alcoba estrato 3 en Cali, para venta por más de 5M, semi amoblado, con terraza, estrato 3",apartaestudio,1,1,2,3,venta,Cali,Ciudad Jardín,más de 5M,1,0,0,1,"gimnasio, salón social"
782,"Estoy buscando apto en Centro Bucaramanga, 1 alcoba, tipo apto pequeño para una persona para venta, amoblado, con balcón, con terraza, presupuesto más de 5M, estrato 5",apartaestudio,1,1,0,5,venta,Bucaramanga,Centro,más de 5M,1,0,1,1,"coworking, terraza, salón social"
783,"Estoy buscando apto en Cabecera Bucaramanga, 1 habitación, tipo apto pequeño para una persona para arriendo, apto para mascotas, estrato 4",apartaestudio,1,1,1,4,arriendo,Bucaramanga,Cabecera,más de 5M,0,1,0,0,"gimnasio, salón social"
784,"Estoy buscando apto en Granada Cali, 4 alcobas, tipo apto en último piso para arriendo, con parqueadero, presupuesto 1.5M - 2M, estrato 6",penthouse,4,1,1,6,arriendo,Cali,Granada,1.5M - 2M,0,0,0,0,"piscina, coworking, zona BBQ"
785,"Quiero arriendo un dúplex, en Bucaramanga, idealmente en Cabecera, de 3 alcobas y 2 baños en buen estado, semi amoblado, con balcón, 1 parqueadero",duplex,3,2,1,5,arriendo,Bucaramanga,Cabecera,más de 5M,1,0,1,0,"salón social, zona BBQ, balcón"
786,"Estoy buscando apto en Centro Bucaramanga, cuatro habitaciones, tipo apto tradicional para venta, con balcón, terraza amplia, 2 parqueaderos",apartamento,4,3,2,6,venta,Bucaramanga,Centro,3M - 4M,0,0,1,1,"zona BBQ, salón social, terraza"
787,"Un penthouse cómodo de cuatro habitaciones y 2 baños, en Laureles, Medellín para venta, que acepte mascotas, con parqueadero",penthouse,4,2,1,3,venta,Medellín,Laureles,más de 5M,0,1,0,0,zona BBQ
788,"Un apartaestudio cómodo de una habitación y 3 baños, en Laureles, Medellín para arriendo, dos parqueaderos, presupuesto menos de 1M, estrato 2",apartaestudio,1,3,2,2,arriendo,Medellín,Laureles,menos de 1M,0,0,0,0,terraza
789,"Necesito un estudio 1 habitación estrato 6 en Barranquilla, para venta por menos de 1M, apto para mascotas, con terraza, presupuesto menos de 1M",estudio,1,3,2,6,venta,Barranquilla,Alto Prado,menos de 1M,0,1,0,1,"coworking, balcón, gimnasio"
790,"Estoy buscando apto en Belen Medellín, una habitación, tipo apto tipo estudio para arriendo, amoblado, pet friendly, 1 parqueadero",estudio,1,2,1,5,arriendo,Medellín,Belen,1.5M - 2M,1,1,0,0,
791,"Necesito un penthouse 3 alcobas estrato 4 en Bogotá, para arriendo por 2M - 3M, totalmente amoblado, pet friendly, con balcón",penthouse,3,2,0,4,arriendo,Bogotá,Centro,2M - 3M,1,1,1,0,
792,"Un apartamento cómodo de una alcoba y 2 baños en buen estado, en Centro, Barranquilla para arriendo, amoblado, que acepte mascotas, dos parqueaderos, presupuesto más de 5M",apartamento,1,2,2,4,arriendo,Barranquilla,Centro,más de 5M,1,1,0,0,"coworking, zona BBQ"
793,"Un apto en último piso cómodo de tres habitaciones y 1 baño, en Teusaquillo, Bogotá para venta, totalmente amoblado, con balcón, terraza amplia, con parqueadero, presupuesto 1M - 1.5M",penthouse,3,1,1,6,venta,Bogotá,Teusaquillo,1M - 1.5M,1,0,1,1,
794,"Un apartamento tipo estudio cómodo de una habitación y 3 baños, en Suba, Bogotá para arriendo, totalmente amoblado, pet friendly, con terraza, presupuesto 2M - 3M",estudio,1,3,0,3,arriendo,Bogotá,Suba,2M - 3M,1,1,0,1,
795,"Necesito un estudio una habitación estrato 5 en Bogotá, para venta por 4M - 5M, pet friendly, que tenga balcón, con terraza, con parqueadero, presupuesto 4M - 5M",estudio,1,2,1,5,venta,Bogotá,Cedritos,4M - 5M,0,1,1,1,coworking
796,"Necesito un loft de concepto abierto 1 alcoba estrato 6 en Barranquilla, para arriendo por más de 5M, totalmente amoblado, pet friendly, que tenga balcón, doble parqueadero, presupuesto más de 5M",loft,1,2,2,6,arriendo,Barranquilla,Alto Prado,más de 5M,1,1,1,0,
797,"Quiero arriendo un apartaestudio, en Bucaramanga, idealmente en Cabecera, de una alcoba y un baño, con balcón, 1 parqueadero",apartaestudio,1,1,1,5,arriendo,Bucaramanga,Cabecera,4M - 5M,0,0,1,0,"piscina, gimnasio"
798,"Estoy buscando apto en Centro Bogotá, 4 habitaciones, tipo penthouse para arriendo, que tenga balcón, con terraza, con parqueadero",penthouse,4,2,1,2,arriendo,Bogotá,Centro,3M - 4M,0,0,1,1,balcón
799,"Quiero venta un dúplex, en Bogotá, idealmente en Teusaquillo, de una habitación y 1 baño, totalmente amoblado, con terraza, presupuesto 1M - 1.5M, estrato 6",duplex,1,1,0,6,venta,Bogotá,Teusaquillo,1M - 1.5M,1,0,0,1,piscina
800,"Un loft cómodo de una alcoba y 1 baño, en Chapinero, Bogotá para venta, semi amoblado, con balcón, terraza amplia, un parqueadero privado, presupuesto 2M - 3M",loft,1,1,1,6,venta,Bogotá,Chapinero,2M - 3M,1,0,1,1,"terraza, salón social"
801,"Quiero arriendo un apartamento tipo estudio, en Barranquilla, idealmente en Alto Prado, de 1 alcoba y 2 baños, totalmente amoblado, presupuesto más de 5M, estrato 6",estudio,1,2,0,6,arriendo,Barranquilla,Alto Prado,más de 5M,1,0,0,0,
802,"Busco apto dúplex de 2 habitaciones en Ciudad Jardín, Cali, para arriendo, apto para mascotas, terraza amplia, un parqueadero privado, presupuesto 1.5M - 2M",duplex,2,1,1,4,arriendo,Cali,Ciudad Jardín,1.5M - 2M,0,1,0,1,
803,"Busco apartamento de 3 habitaciones en Belen, Medellín, para venta, que acepte mascotas, que tenga balcón, terraza amplia, presupuesto más de 5M, estrato 3",apartamento,3,3,2,3,venta,Medellín,Belen,más de 5M,0,1,1,1,zona BBQ
804,"Busco apartamento de 3 habitaciones en Laureles, Medellín, para arriendo, con balcón, con terraza, con parqueadero, estrato 5",apartamento,3,1,1,5,arriendo,Medellín,Laureles,4M - 5M,0,0,1,1,
805,"Quiero arriendo un penthouse, en Cali, idealmente en Ciudad Jardín, de 3 habitaciones y 1 baño, totalmente amoblado, que acepte mascotas, presupuesto 4M - 5M, estrato 2",penthouse,3,1,2,2,arriendo,Cali,Ciudad Jardín,4M - 5M,1,1,0,0,salón social
806,"Necesito un estudio 1 alcoba estrato 3 en Cali, para venta por 1.5M - 2M, con terraza",estudio,1,1,0,3,venta,Cali,San Fernando,1.5M - 2M,0,0,0,1,
807,"Necesito un apto para familia 3 alcobas estrato 4 en Barranquilla, para arriendo por menos de 1M, semi amoblado, que tenga balcón",apartamento,3,2,2,4,arriendo,Barranquilla,Villa Santos,menos de 1M,1,0,1,0,piscina
808,"Busco estudio de 1 habitación en Cabecera, Bucaramanga, para venta, no requiere parqueadero, estrato 5",estudio,1,1,0,5,venta,Bucaramanga,Cabecera,1.5M - 2M,0,0,0,0,"gimnasio, terraza"
809,"Necesito un apartamento tipo estudio 1 habitación estrato 6 en Medellín, para arriendo por 3M - 4M, que acepte mascotas, con balcón, 1 parqueadero",estudio,1,3,1,6,arriendo,Medellín,Belen,3M - 4M,0,1,1,0,"salón social, zona BBQ"
810,"Un ático con terraza cómodo de dos habitaciones y 1 baño, en Cabecera, Bucaramanga para venta, totalmente amoblado, apto para mascotas, con balcón, con terraza, presupuesto menos de 1M, estrato 6",penthouse,2,1,1,6,venta,Bucaramanga,Cabecera,menos de 1M,1,1,1,1,
811,"Busco penthouse de cuatro habitaciones en Villa Santos, Barranquilla, para arriendo, amoblado, que tenga balcón, con terraza, presupuesto 2M - 3M, estrato 2",penthouse,4,2,0,2,arriendo,Barranquilla,Villa Santos,2M - 3M,1,0,1,1,
